SENTIDO,LATITUD,LONGITUD,anio,mes,dia,hr,greater_mean
Egreso,-34.633299,-58.468594,2020,9,18,8,True
Interna,-34.579632,-58.427733,2020,8,4,20,True
Interna,-34.618036,-58.410236,2021,3,12,4,False
Egreso,-34.633299,-58.468594,2020,7,26,1,False
Interna,-34.588796,-58.38152,2021,12,20,23,False
Interna,-34.633299,-58.468594,2020,9,11,10,False
Ingreso,-34.633299,-58.468594,2021,3,25,5,True
Egreso,-34.579632,-58.427733,2020,8,17,21,False
Ingreso,-34.588796,-58.38152,2020,12,12,0,False
Interna,-34.633299,-58.468594,2020,7,22,7,False
Interna,-34.588796,-58.38152,2021,12,7,11,True
Interna,-34.633299,-58.468594,2021,4,4,19,False
Egreso,-34.579632,-58.427733,2020,9,27,3,False
Egreso,-34.633299,-58.468594,2020,10,27,18,True
Interna,-34.53698,-58.470968,2021,9,28,3,False
Interna,-34.633299,-58.468594,2021,10,31,13,False
Egreso,-34.588796,-58.38152,2021,9,7,2,False
Egreso,-34.588796,-58.38152,2021,8,29,11,True
Egreso,-34.588796,-58.38152,2020,12,12,0,False
Interna,-34.618036,-58.410236,2021,8,15,20,False
Egreso,-34.633299,-58.468594,2022,1,30,16,True
Interna,-34.588796,-58.38152,2021,1,21,2,False
Interna,-34.53698,-58.470968000000006,2020,3,6,19,True
Interna,-34.60855,-58.372951,2020,10,2,12,True
Interna,-34.633299,-58.468594,2020,6,2,0,False
Egreso,-34.588796,-58.38152,2020,6,15,0,False
Interna,-34.588796,-58.38152,2021,9,2,7,False
Interna,-34.588796,-58.38152,2021,4,29,20,False
Egreso,-34.579632,-58.427733,2020,7,5,4,False
Egreso,-34.633299,-58.468594,2020,10,2,4,False
Interna,-34.579632,-58.427733,2021,1,8,4,False
Interna,-34.588796,-58.38152,2021,1,13,20,True
Egreso,-34.633299,-58.468594,2020,3,14,20,True
Interna,-34.579632,-58.427733,2020,9,23,13,True
Interna,-34.633299,-58.468594,2022,1,8,4,False
Egreso,-34.588796,-58.38152,2022,3,2,7,True
Egreso,-34.633299,-58.468594,2020,8,23,12,False
Egreso,-34.588796,-58.38152,2021,9,23,16,True
Interna,-34.618036,-58.410236,2021,4,7,10,True
Ingreso,-34.588796,-58.38152,2021,9,26,20,True
Interna,-34.633299,-58.468594,2020,4,2,4,False
Ingreso,-34.633299,-58.468594,2021,3,31,18,True
Egreso,-34.633299,-58.468594,2021,3,13,6,False
Ingreso,-34.633299,-58.468594,2021,5,25,21,False
Ingreso,-34.588796,-58.38152,2021,10,21,7,True
Egreso,-34.579632,-58.427733,2022,1,15,20,False
Interna,-34.618036,-58.410236,2021,4,3,10,True
Interna,-34.579632,-58.427733,2021,5,18,8,True
Ingreso,-34.588796,-58.38152,2021,7,27,22,False
Ingreso,-34.588796,-58.38152,2022,2,26,18,True
Interna,-34.60855,-58.372951,2020,9,1,5,False
Interna,-34.53698,-58.470968,2021,11,13,1,False
Interna,-34.618036,-58.410236,2021,12,13,18,True
Ingreso,-34.588796,-58.38152,2022,1,24,0,False
Egreso,-34.588796,-58.38152,2021,8,29,18,False
Interna,-34.618036,-58.410236,2022,2,14,0,False
Egreso,-34.579632,-58.427733,2021,11,20,15,False
Interna,-34.633299,-58.468594,2020,8,13,11,False
Interna,-34.633299,-58.468594,2020,11,3,23,False
Egreso,-34.633299,-58.468594,2021,10,9,6,False
Egreso,-34.579632,-58.427733,2021,5,24,5,False
Ingreso,-34.588796,-58.38152,2022,1,25,22,False
Ingreso,-34.633299,-58.468594,2020,6,16,22,False
Interna,-34.579632,-58.427733,2021,1,20,0,True
Ingreso,-34.588796,-58.38152,2022,3,11,8,True
Egreso,-34.579632,-58.427733,2020,10,19,10,False
Interna,-34.579632,-58.427733,2021,6,23,13,True
Ingreso,-34.633299,-58.468594,2021,6,24,22,False
Interna,-34.579632,-58.427733,2021,1,23,21,True
Egreso,-34.579632,-58.427733,2021,7,1,1,False
Interna,-34.588796,-58.38152,2022,1,7,19,True
Egreso,-34.588796,-58.38152,2020,10,20,17,True
Egreso,-34.633299,-58.468594,2021,5,9,2,False
Egreso,-34.588796,-58.38152,2020,6,7,13,False
Egreso,-34.579632,-58.427733,2020,9,9,10,False
Interna,-34.53698,-58.470968,2020,10,29,13,True
Interna,-34.618036,-58.410236,2021,7,11,18,False
Interna,-34.588796,-58.38152,2021,11,8,16,True
Interna,-34.60855,-58.372951,2021,9,24,15,True
Interna,-34.588796,-58.38152,2021,7,6,8,False
Interna,-34.60855,-58.372951,2022,1,18,8,False
Egreso,-34.633299,-58.468594,2021,4,9,3,False
Ingreso,-34.588796,-58.38152,2021,10,18,4,False
Interna,-34.588796,-58.38152,2021,5,18,11,True
Ingreso,-34.633299,-58.468594,2021,10,7,17,True
Ingreso,-34.588796,-58.38152,2020,6,1,20,False
Ingreso,-34.633299,-58.468594,2021,8,3,9,True
Interna,-34.618036,-58.410236,2020,10,24,1,False
Interna,-34.633299,-58.468594,2021,11,7,4,False
Interna,-34.60855,-58.372951,2020,10,1,21,False
Interna,-34.588796,-58.38152,2020,3,8,6,False
Ingreso,-34.633299,-58.468594,2020,10,21,6,True
Egreso,-34.633299,-58.468594,2021,11,4,3,False
Interna,-34.579632,-58.427733,2020,9,5,8,True
Interna,-34.60855,-58.372951,2021,8,1,18,False
Interna,-34.60855,-58.372951,2020,11,9,12,True
Interna,-34.579632,-58.427733,2020,7,23,9,True
Egreso,-34.633299,-58.468594,2021,7,12,8,True
Interna,-34.588796,-58.38152,2021,9,23,21,True
Interna,-34.60855,-58.372951,2020,7,23,5,False
Egreso,-34.588796,-58.38152,2021,10,24,7,False
Egreso,-34.579632,-58.427733,2020,10,14,14,False
Interna,-34.53698,-58.470968,2021,2,19,15,True
Interna,-34.588796,-58.38152,2021,1,8,8,True
Interna,-34.60855,-58.372951,2022,2,23,11,True
Interna,-34.579632,-58.427733,2021,5,30,5,False
Interna,-34.618036,-58.410236,2021,4,26,18,True
Ingreso,-34.588796,-58.38152,2021,5,22,13,False
Interna,-34.60855,-58.372951,2021,11,24,8,True
Interna,-34.579632000000004,-58.427733,2020,3,5,17,True
Ingreso,-34.633299,-58.468594,2021,6,19,19,True
Interna,-34.588796,-58.38152,2021,11,11,13,True
Ingreso,-34.633299,-58.468594,2020,6,14,16,False
Interna,-34.618036,-58.410236,2020,6,28,17,False
Interna,,,2021,12,20,7,False
Egreso,-34.633299,-58.468594,2020,9,14,7,False
Egreso,-34.588796,-58.38152,2022,1,4,1,False
Egreso,-34.588796,-58.38152,2021,7,8,9,True
Interna,-34.60855,-58.372951,2021,4,18,15,True
Interna,-34.53698,-58.470968,2021,12,23,23,False
Ingreso,-34.588796,-58.38152,2021,4,15,8,True
Ingreso,-34.588796,-58.38152,2021,4,27,3,False
Egreso,-34.588796,-58.38152,2022,1,28,3,False
Interna,-34.53698,-58.470968,2022,2,4,19,True
Interna,-34.618036,-58.410236,2021,7,25,11,False
Interna,-34.633299,-58.468594,2020,10,25,2,False
Interna,-34.579632,-58.427733,2020,9,19,17,True
Egreso,-34.588796,-58.38152,2020,4,10,8,False
Egreso,-34.588796,-58.38152,2020,8,3,18,True
Interna,-34.53698,-58.470968,2020,8,11,5,False
Egreso,-34.579632000000004,-58.427733,2020,6,26,16,False
Interna,-34.633299,-58.468594,2021,1,31,13,False
Interna,-34.618036,-58.410236,2022,2,11,0,False
Egreso,-34.579632,-58.427733,2020,7,28,22,False
Ingreso,-34.588796,-58.38152,2021,10,9,23,False
Ingreso,-34.588796,-58.38152,2020,8,24,1,False
Interna,-34.588796,-58.38152,2021,7,20,12,False
Egreso,-34.588796,-58.38152,2020,5,4,2,False
Egreso,-34.588796,-58.38152,2021,11,27,15,True
Ingreso,-34.633299,-58.468594,2020,8,25,5,False
Interna,-34.579632,-58.427733,2021,1,25,20,True
Ingreso,-34.633299,-58.468594,2020,10,25,4,False
Interna,-34.588796,-58.38152,2020,6,28,12,False
Interna,-34.60855,-58.372951,2021,11,22,23,False
Ingreso,-34.588796,-58.38152,2021,5,9,10,False
Egreso,-34.579632,-58.427733,2021,7,28,15,False
Ingreso,-34.633299,-58.468594,2022,3,9,7,True
Egreso,-34.633299,-58.468594,2021,11,13,20,True
Interna,-34.633299,-58.468594,2022,1,15,20,False
Egreso,-34.579632000000004,-58.427733,2020,4,19,20,False
Interna,-34.618036,-58.410236,2021,2,1,1,False
Egreso,-34.588796,-58.38152,2020,4,5,8,False
Interna,-34.579632,-58.427733,2021,2,7,18,True
Interna,-34.579632,-58.427733,2020,10,31,10,True
Interna,-34.53698,-58.470968,2020,12,1,2,False
Egreso,-34.588796,-58.38152,2020,7,5,18,False
Interna,-34.53698,-58.470968,2022,1,12,5,False
Interna,-34.579632000000004,-58.427733,2020,5,7,13,True
Interna,-34.53698,-58.470968,2020,7,30,21,False
Egreso,-34.579632,-58.427733,2021,12,2,18,False
Ingreso,-34.588796,-58.38152,2020,4,11,10,False
Interna,-34.618036,-58.410236,2021,11,7,5,False
Egreso,-34.579632,-58.427733,2022,2,14,1,False
Egreso,-34.588796,-58.38152,2022,2,10,15,True
Interna,-34.53698,-58.470968,2021,3,11,14,True
Egreso,-34.633299,-58.468594,2021,3,10,5,False
Interna,-34.618036,-58.410236,2021,10,26,0,False
Egreso,-34.579632,-58.427733,2021,8,26,7,False
Ingreso,-34.588796,-58.38152,2020,12,19,2,False
Egreso,-34.588796,-58.38152,2021,5,8,12,True
Interna,-34.60855,-58.372951,2021,12,12,15,False
Egreso,-34.588796,-58.38152,2021,2,3,3,False
Interna,-34.588796,-58.38152,2020,9,7,16,True
Interna,-34.60855,-58.372951,2021,6,13,6,False
Egreso,-34.579632,-58.427733,2020,12,5,7,False
Interna,-34.579632,-58.427733,2021,3,2,2,False
Egreso,-34.633299,-58.468594,2020,11,23,23,False
Interna,-34.588796,-58.38152,2021,9,7,9,False
Interna,-34.618036,-58.410236,2021,3,6,6,False
Interna,-34.60855,-58.372951,2020,12,26,17,False
Egreso,-34.579632,-58.427733,2021,4,7,20,False
Interna,-34.60855,-58.372951,2021,1,23,7,False
Interna,-34.60855,-58.372951,2021,9,25,12,True
Interna,-34.60855,-58.372951,2020,4,12,14,False
Interna,-34.53698,-58.470968,2020,11,24,23,False
Egreso,-34.588796,-58.38152,2022,1,9,13,False
Interna,-34.579632,-58.427733,2021,9,30,15,True
Ingreso,-34.633299,-58.468594,2021,11,27,2,False
Ingreso,-34.633299,-58.468594,2020,12,7,1,False
Ingreso,-34.588796,-58.38152,2021,5,26,1,False
Egreso,-34.588796,-58.38152,2021,12,2,17,True
Egreso,-34.633299,-58.468594,2020,3,14,13,True
Ingreso,-34.588796,-58.38152,2020,5,1,12,False
Interna,-34.618036,-58.410236,2021,3,19,6,False
Interna,-34.588796,-58.38152,2020,5,26,17,True
Ingreso,-34.588796,-58.38152,2020,6,18,5,False
Interna,-34.588796,-58.38152,2021,5,10,15,True
Interna,-34.579632000000004,-58.427733,2020,4,1,20,False
Ingreso,-34.633299,-58.468594,2020,3,11,20,True
Interna,,,2021,12,5,11,False
Interna,-34.579632,-58.427733,2021,1,14,12,True
Interna,,,2021,5,31,3,False
Egreso,-34.633299,-58.468594,2021,3,31,17,True
Interna,-34.618036,-58.410236,2021,7,3,21,False
Ingreso,-34.588796,-58.38152,2021,11,14,18,True
Egreso,-34.633299,-58.468594,2021,6,25,5,False
Egreso,-34.588796,-58.38152,2020,11,19,17,True
Interna,-34.588796,-58.38152,2021,2,23,4,False
Egreso,-34.588796,-58.38152,2022,2,16,11,True
Egreso,-34.588796,-58.38152,2021,6,2,10,True
Interna,-34.618036,-58.410236,2020,9,24,9,True
Egreso,-34.588796,-58.38152,2021,11,8,5,False
Interna,-34.579632,-58.427733,2021,12,7,13,True
Egreso,-34.633299,-58.468594,2021,6,6,9,False
Interna,-34.618036,-58.410236,2020,12,19,20,True
Interna,-34.618036,-58.410236,2022,2,7,6,False
Ingreso,-34.633299,-58.468594,2021,6,4,20,False
Egreso,-34.633299,-58.468594,2020,5,19,5,True
Interna,-34.60855,-58.372951,2020,5,2,20,False
Interna,-34.53698,-58.470968,2020,9,14,11,False
Interna,-34.588796,-58.38152,2020,8,22,21,False
Egreso,-34.633299,-58.468594,2020,10,7,9,True
Interna,-34.633299,-58.468594,2021,3,11,18,False
Interna,-34.618036,-58.410236,2020,5,5,20,False
Egreso,-34.633299,-58.468594,2020,12,7,1,False
Egreso,-34.633299,-58.468594,2021,4,5,9,True
Egreso,-34.633299,-58.468594,2020,6,21,22,False
Interna,-34.588796,-58.38152,2021,8,30,8,False
Interna,-34.633299,-58.468594,2021,5,29,5,False
Egreso,-34.633299,-58.468594,2021,7,26,3,False
Interna,-34.618036,-58.410236,2021,12,12,6,False
Interna,-34.633299,-58.468594,2021,6,21,18,False
Egreso,-34.579632,-58.427733,2022,3,10,10,False
Interna,-34.633299,-58.468594,2021,6,8,16,False
Interna,,,2022,1,25,23,False
Egreso,-34.588796,-58.38152,2021,11,28,16,True
Egreso,-34.588796,-58.38152,2020,9,30,4,False
Interna,-34.53698,-58.470968,2020,8,3,11,False
Egreso,-34.579632,-58.427733,2021,3,11,22,False
Egreso,-34.633299,-58.468594,2021,6,25,21,True
Egreso,-34.633299,-58.468594,2020,12,21,16,True
Egreso,-34.579632,-58.427733,2021,10,28,14,False
Ingreso,-34.633299,-58.468594,2021,5,2,13,True
Ingreso,-34.633299,-58.468594,2020,5,3,6,False
Interna,-34.579632,-58.427733,2021,5,24,19,True
Interna,-34.53698,-58.470968,2021,3,2,20,True
Egreso,-34.588796,-58.38152,2021,4,29,2,False
Ingreso,-34.633299,-58.468594,2021,4,24,13,True
Interna,-34.633299,-58.468594,2020,10,13,14,False
Interna,-34.53698,-58.470968,2020,10,3,13,True
Interna,-34.579632,-58.427733,2021,10,7,10,True
Interna,-34.588796,-58.38152,2022,1,4,15,True
Interna,-34.60855,-58.372951,2021,12,18,9,False
Egreso,-34.579632,-58.427733,2020,9,25,16,False
Interna,-34.53698,-58.470968,2020,7,29,7,False
Ingreso,-34.588796,-58.38152,2020,11,5,14,True
Interna,-34.633299,-58.468594,2020,9,6,17,False
Egreso,-34.579632,-58.427733,2021,4,16,18,False
Interna,-34.588796,-58.38152,2021,3,8,14,True
Egreso,-34.588796,-58.38152,2021,7,24,7,False
Interna,-34.579632,-58.427733,2021,3,22,14,True
Interna,-34.633299,-58.468594,2021,3,7,20,False
Interna,-34.579632,-58.427733,2021,9,17,20,True
Interna,-34.633299,-58.468594,2022,2,6,0,False
Interna,-34.588796,-58.38152,2021,1,27,1,False
Egreso,-34.579632,-58.427733,2022,1,28,9,False
Egreso,-34.633299,-58.468594,2020,10,27,4,False
Ingreso,-34.588796,-58.38152,2021,6,20,23,False
Egreso,-34.588796,-58.38152,2021,4,16,11,True
Ingreso,-34.633299,-58.468594,2022,3,3,13,True
Interna,-34.618036,-58.410236,2020,10,21,11,True
Interna,-34.588796,-58.38152,2020,4,3,14,False
Egreso,-34.579632,-58.427733,2020,8,27,21,False
Interna,-34.60855,-58.372951,2021,5,3,3,False
Interna,-34.633299,-58.468594,2020,9,28,15,False
Interna,-34.588796,-58.38152,2022,2,15,14,True
Interna,-34.618036,-58.410236,2020,4,22,3,False
Egreso,-34.579632,-58.427733,2021,1,12,11,False
Egreso,-34.579632000000004,-58.427733,2020,4,17,21,False
Ingreso,-34.633299,-58.468594,2021,2,11,3,False
Interna,-34.53698,-58.470968,2022,1,31,9,True
Ingreso,-34.588796,-58.38152,2021,11,24,2,False
Ingreso,-34.633299,-58.468594,2021,4,24,0,False
Ingreso,-34.588796,-58.38152,2020,3,19,12,True
Ingreso,-34.633299,-58.468594,2020,5,16,6,True
Ingreso,-34.633299,-58.468594,2020,10,19,13,True
Ingreso,-34.588796,-58.38152,2021,8,26,12,True
Egreso,-34.588796,-58.38152,2020,9,29,11,True
Interna,-34.618036,-58.410236,2021,5,13,10,True
Interna,-34.588796,-58.38152,2021,7,19,21,False
Egreso,-34.579632000000004,-58.427733,2020,3,17,10,False
Ingreso,-34.633299,-58.468594,2021,8,10,19,True
Interna,-34.588796,-58.38152,2020,3,15,0,True
Interna,-34.618036,-58.410236,2020,3,12,13,True
Egreso,-34.588796,-58.38152,2022,2,25,0,False
Egreso,-34.579632,-58.427733,2021,8,25,5,False
Egreso,-34.579632,-58.427733,2020,12,25,17,False
Egreso,-34.633299,-58.468594,2020,3,19,3,False
Ingreso,-34.633299,-58.468594,2021,5,5,15,True
Interna,,,2021,12,21,15,False
Ingreso,-34.633299,-58.468594,2022,1,7,9,True
Egreso,-34.633299,-58.468594,2021,2,17,19,True
Ingreso,-34.588796,-58.38152,2020,5,12,1,False
Egreso,-34.633299,-58.468594,2020,4,18,2,False
Egreso,-34.588796,-58.38152,2021,5,14,6,False
Interna,-34.633299,-58.468594,2020,6,16,22,False
Egreso,-34.588796,-58.38152,2020,11,3,7,False
Egreso,-34.588796,-58.38152,2022,2,7,23,False
Interna,-34.53698,-58.470968,2021,12,16,2,False
Interna,-34.618036,-58.410236,2021,11,14,19,False
Egreso,-34.579632,-58.427733,2022,2,8,6,False
Interna,-34.618036,-58.410236,2021,9,27,9,True
Egreso,-34.633299,-58.468594,2020,4,18,0,False
Interna,-34.588796,-58.38152,2022,2,7,22,False
Egreso,-34.588796,-58.38152,2020,10,1,17,True
Interna,-34.53698,-58.470968,2020,9,22,3,False
Interna,-34.633299,-58.468594,2020,4,2,21,False
Interna,-34.588796,-58.38152,2020,3,24,3,False
Egreso,-34.588796,-58.38152,2020,5,30,5,False
Interna,-34.60855,-58.372951,2020,9,14,16,True
Interna,-34.53698,-58.470968,2021,1,25,10,False
Egreso,-34.588796,-58.38152,2021,3,4,6,False
Egreso,-34.588796,-58.38152,2021,9,3,17,True
Interna,-34.53698,-58.470968,2021,5,19,19,True
Interna,-34.588796,-58.38152,2021,6,14,10,True
Ingreso,-34.588796,-58.38152,2021,3,4,16,True
Interna,-34.60855,-58.372951,2020,6,6,9,False
Egreso,-34.633299,-58.468594,2022,1,20,1,False
Interna,-34.53698,-58.470968,2020,12,5,3,False
Egreso,-34.588796,-58.38152,2020,8,30,22,False
Ingreso,-34.588796,-58.38152,2020,3,12,7,True
Interna,-34.579632,-58.427733,2020,8,17,12,True
Egreso,-34.588796,-58.38152,2020,5,7,17,True
Interna,-34.633299,-58.468594,2021,10,9,5,False
Interna,-34.53698,-58.470968,2021,11,16,21,False
Interna,-34.633299,-58.468594,2020,5,24,11,False
Interna,-34.60855,-58.372951,2020,6,22,3,False
Egreso,-34.633299,-58.468594,2021,1,5,1,False
Egreso,-34.588796,-58.38152,2020,7,16,11,True
Egreso,-34.588796,-58.38152,2022,1,24,20,False
Interna,-34.60855,-58.372951,2020,8,26,16,True
Ingreso,-34.588796,-58.38152,2021,5,31,1,False
Ingreso,-34.633299,-58.468594,2020,10,5,20,False
Egreso,-34.579632,-58.427733,2021,6,19,4,False
Interna,-34.588796,-58.38152,2020,12,11,22,True
Egreso,-34.588796,-58.38152,2020,11,15,12,True
Ingreso,-34.588796,-58.38152,2021,5,3,21,False
Egreso,-34.588796,-58.38152,2021,12,11,17,False
Interna,-34.618036,-58.410236,2020,3,4,20,True
Interna,-34.588796,-58.38152,2021,3,3,9,True
Interna,-34.633299,-58.468594,2020,11,12,22,False
Egreso,-34.579632,-58.427733,2021,9,3,10,False
Egreso,-34.579632,-58.427733,2021,5,5,9,False
Ingreso,-34.588796,-58.38152,2020,10,17,1,False
Interna,-34.579632,-58.427733,2021,3,11,1,True
Egreso,-34.633299,-58.468594,2021,4,10,16,True
Egreso,-34.633299,-58.468594,2021,11,23,12,True
Egreso,-34.579632000000004,-58.427733,2020,5,13,9,False
Interna,-34.618036,-58.410236,2021,8,12,4,False
Egreso,-34.633299,-58.468594,2020,12,15,1,False
Ingreso,-34.633299,-58.468594,2020,7,23,6,True
Ingreso,-34.633299,-58.468594,2020,11,11,6,True
Ingreso,-34.633299,-58.468594,2021,8,29,14,True
Interna,-34.618036,-58.410236,2020,10,29,20,True
Egreso,-34.633299,-58.468594,2020,4,7,13,True
Interna,-34.633299,-58.468594,2020,3,11,19,False
Ingreso,-34.633299,-58.468594,2021,5,23,15,False
Ingreso,-34.633299,-58.468594,2021,3,18,22,False
Ingreso,-34.588796,-58.38152,2021,5,20,13,True
Interna,-34.579632,-58.427733,2021,2,10,21,True
Egreso,-34.588796,-58.38152,2020,10,19,19,False
Egreso,-34.579632000000004,-58.427733,2020,5,27,10,False
Interna,-34.579632000000004,-58.427733,2020,5,5,11,True
Interna,-34.579632,-58.427733,2021,6,18,17,True
Interna,-34.618036,-58.410236,2021,3,6,23,True
Interna,-34.633299,-58.468594,2021,4,24,5,False
Egreso,-34.633299,-58.468594,2022,1,9,0,False
Interna,-34.588796,-58.38152,2021,12,2,9,True
Ingreso,-34.633299,-58.468594,2022,1,21,12,True
Interna,-34.633299,-58.468594,2021,6,23,17,False
Interna,-34.588796,-58.38152,2020,12,17,6,True
Interna,-34.53698,-58.470968,2020,12,15,8,True
Egreso,-34.633299,-58.468594,2021,9,27,1,False
Egreso,-34.579632,-58.427733,2021,2,15,17,False
Interna,-34.53698,-58.470968,2020,11,1,3,False
Egreso,-34.588796,-58.38152,2022,1,13,6,False
Interna,-34.53698,-58.470968000000006,2020,6,1,19,True
Ingreso,-34.633299,-58.468594,2022,1,28,7,True
Egreso,-34.633299,-58.468594,2020,9,12,22,False
Ingreso,-34.633299,-58.468594,2021,11,24,9,True
Interna,-34.60855,-58.372951,2020,11,1,14,True
Egreso,-34.633299,-58.468594,2020,4,19,6,False
Ingreso,-34.588796,-58.38152,2020,3,6,18,True
Interna,-34.60855,-58.372951,2020,10,11,16,True
Egreso,-34.588796,-58.38152,2020,8,20,15,True
Interna,-34.53698,-58.470968,2021,3,2,21,True
Ingreso,-34.588796,-58.38152,2021,4,1,2,False
Interna,-34.53698,-58.470968,2021,10,16,12,True
Interna,-34.633299,-58.468594,2020,8,12,19,False
Interna,-34.579632,-58.427733,2021,12,30,13,True
Interna,-34.60855,-58.372951,2020,8,5,6,False
Interna,-34.618036,-58.410236,2020,11,14,12,True
Egreso,-34.633299,-58.468594,2021,5,3,23,False
Ingreso,-34.588796,-58.38152,2021,11,4,14,True
Interna,-34.633299,-58.468594,2021,11,25,9,False
Egreso,-34.579632,-58.427733,2021,4,19,5,False
Interna,-34.633299,-58.468594,2020,5,4,20,False
Ingreso,-34.633299,-58.468594,2020,12,29,22,False
Interna,-34.60855,-58.372951,2021,9,21,15,True
Interna,-34.60855,-58.372951,2020,10,11,10,False
Egreso,-34.588796,-58.38152,2020,9,18,10,True
Interna,-34.60855,-58.372951,2021,8,7,8,False
Interna,,,2021,10,19,0,False
Interna,-34.579632000000004,-58.427733,2020,6,29,23,False
Interna,-34.618036,-58.410236,2020,3,7,0,False
Interna,-34.618036,-58.410236,2021,2,20,10,True
Ingreso,-34.633299,-58.468594,2021,8,24,7,True
Egreso,-34.633299,-58.468594,2021,1,3,5,False
Interna,-34.618036,-58.410236,2021,5,30,0,False
Egreso,-34.579632000000004,-58.427733,2020,6,12,20,False
Interna,-34.579632,-58.427733,2021,3,12,1,True
Interna,-34.579632000000004,-58.427733,2020,5,13,10,True
Interna,-34.60855,-58.372951,2020,6,29,20,True
Egreso,-34.633299,-58.468594,2021,6,29,21,False
Ingreso,-34.588796,-58.38152,2020,3,27,11,False
Interna,-34.60855,-58.372951,2021,4,15,13,True
Interna,-34.633299,-58.468594,2021,6,23,15,False
Egreso,-34.633299,-58.468594,2022,2,26,16,True
Ingreso,-34.633299,-58.468594,2020,7,7,11,True
Interna,-34.53698,-58.470968,2020,9,14,10,False
Interna,-34.53698,-58.470968,2022,1,9,4,False
Interna,-34.60855,-58.372951,2021,10,28,20,True
Interna,-34.60855,-58.372951,2021,1,27,9,True
Ingreso,-34.588796,-58.38152,2021,9,5,7,False
Interna,-34.633299,-58.468594,2020,11,6,1,False
Egreso,-34.633299,-58.468594,2020,3,8,18,True
Interna,-34.588796,-58.38152,2022,1,22,21,False
Interna,-34.588796,-58.38152,2021,7,7,1,False
Egreso,-34.588796,-58.38152,2020,12,7,11,True
Interna,-34.60855,-58.372951,2021,8,4,10,False
Ingreso,-34.588796,-58.38152,2021,7,9,3,False
Egreso,-34.633299,-58.468594,2022,1,4,0,False
Egreso,-34.633299,-58.468594,2020,5,27,1,False
Egreso,-34.579632,-58.427733,2020,9,15,22,False
Egreso,-34.579632000000004,-58.427733,2020,5,23,0,False
Egreso,-34.633299,-58.468594,2021,1,1,6,False
Interna,-34.618036,-58.410236,2022,2,4,16,True
Interna,-34.579632000000004,-58.427733,2020,4,19,0,False
Egreso,-34.633299,-58.468594,2020,11,30,2,False
